,species_richness,ornamentation,environmental_breadth,geographic_range,occurrence,body_size,survival_status,lithology_carbonate,lithology_mixed,lithology_others,lithology_siliciclastic,life_mode_epifaunal,life_mode_infaunal,life_mode_semi-infaunal,motility_mobile,motility_stationary,feeding_mode_carnivore,feeding_mode_chemosymbiotic,feeding_mode_deposit feeder,feeding_mode_herbivore,feeding_mode_photosymbiotic,feeding_mode_suspension feeder,shell_mineralogy_aragonite,shell_mineralogy_low Mg calcite
151,0.0,0.5,0.0,0.0,0.002061855670103093,0.7341190512171797,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
152,0.0,0.5,0.16666666666666666,0.07142857142857142,0.002061855670103093,0.6464562177020202,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
153,0.4,0.5,0.6666666666666666,0.3571428571428571,0.15670103092783505,0.5897119084577591,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
154,0.1,0.5,0.33333333333333337,0.14285714285714285,0.024742268041237116,0.08633011219567446,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
155,0.30000000000000004,0.0,0.5,0.3571428571428571,0.12577319587628866,0.41859715787122864,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
156,0.20000000000000004,0.5,0.5,0.2857142857142857,0.3443298969072165,0.34357309443181017,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
157,0.0,1.0,0.5,0.07142857142857142,0.008247422680412371,0.3675538013590244,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0
158,0.20000000000000004,1.0,0.33333333333333337,0.14285714285714285,0.01443298969072165,0.6309612616000808,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
159,0.0,0.5,0.16666666666666666,0.07142857142857142,0.012371134020618558,0.14735673491791215,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
160,0.1,0.5,0.5,0.21428571428571427,0.24948453608247423,0.5136020243056808,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
161,0.0,1.0,0.0,0.0,0.0,0.504281478973657,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
162,0.1,0.0,0.0,0.07142857142857142,0.002061855670103093,0.5774248255492489,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
163,0.1,0.5,0.16666666666666666,0.07142857142857142,0.0288659793814433,0.6129738186175294,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
164,0.1,0.0,0.5,0.3571428571428571,0.0865979381443299,0.5675993266232141,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
